0.12,14.816494,-1.5895
0.15,14.816494,-1.4376
0.18,14.816494,-1.1337
0.21,14.816494,-0.564
0.24,14.816494,-0.526
0.27,14.816494,-0.6779
0.3,14.816494,-0.45
0.32999999999999996,14.816494,-0.412
0.36,14.816494,-1.2856
0.39,14.816494,-1.0198
0.42,14.816494,-0.9058
0.44999999999999996,14.816494,-0.564
0.48,14.816494,-0.1461
0.51,14.816494,0.1577
0.54,14.816494,0.0818
0.57,14.816494,0.3097
0.6,14.816494,0.3856
0.63,14.816494,-0.2601
0.66,14.816494,-0.45
0.69,14.816494,-0.488
0.72,14.816494,-0.488
0.75,14.816494,-0.412
0.7799999999999999,14.816494,-0.488
0.8099999999999999,14.816494,-0.374
0.84,14.816494,-0.6779
0.87,14.816494,-0.6399
0.9,14.816494,-0.488
0.9299999999999999,14.816494,-0.336
0.96,14.816494,-0.2601
0.99,14.816494,-0.2981
1.02,14.816494,-0.374
1.0499999999999998,14.816494,-0.2221
1.08,14.816494,-0.1461
1.1099999999999999,14.816494,-0.1841
1.1400000000000001,14.816494,0.0438
1.17,14.816494,-0.0322
1.2000000000000002,14.816494,0.0058
1.23,14.816494,-0.1461
1.2599999999999998,14.816494,0.0058
1.29,14.816494,-0.2601
0.12,14.816778,-1.2856
0.15,14.816778,-1.2856
0.18,14.816778,-1.0577
0.21,14.816778,-0.526
0.24,14.816778,-0.2981
0.27,14.816778,-0.7919
0.3,14.816778,-0.564
0.32999999999999996,14.816778,-0.9438
0.36,14.816778,-1.0198
0.39,14.816778,-1.2097
0.42,14.816778,-0.9438
0.44999999999999996,14.816778,-0.526
0.48,14.816778,-0.2981
0.51,14.816778,0.1957
0.54,14.816778,0.0058
0.57,14.816778,0.0818
0.6,14.816778,-0.0322
0.63,14.816778,-0.2221
0.66,14.816778,-0.412
0.69,14.816778,-0.488
0.72,14.816778,-0.2981
0.75,14.816778,-0.2601
0.7799999999999999,14.816778,-0.374
0.8099999999999999,14.816778,-0.412
0.84,14.816778,-0.2981
0.87,14.816778,-0.526
0.9,14.816778,-0.412
0.9299999999999999,14.816778,-0.2601
0.96,14.816778,-0.412
0.99,14.816778,-0.1461
1.02,14.816778,-0.0702
1.0499999999999998,14.816778,0.0818
1.08,14.816778,-0.2221
1.1099999999999999,14.816778,0.0818
1.1400000000000001,14.816778,0.0818
1.17,14.816778,0.0818
1.2000000000000002,14.816778,0.0058
1.23,14.816778,0.7655
1.2599999999999998,14.816778,0.4236
1.29,14.816778,-0.0322
0.12,14.817061,-1.5135
0.15,14.817061,-1.4376
0.18,14.817061,-1.0577
0.21,14.817061,-0.336
0.24,14.817061,-0.336
0.27,14.817061,-0.45
0.3,14.817061,-0.488
0.32999999999999996,14.817061,-0.6779
0.36,14.817061,-0.6019
0.39,14.817061,-0.9058
0.42,14.817061,-0.7159
0.44999999999999996,14.817061,-0.526
0.48,14.817061,-0.1841
0.51,14.817061,0.0438
0.54,14.817061,0.2337
0.57,14.817061,0.1957
0.6,14.817061,-0.0322
0.63,14.817061,-0.1461
0.66,14.817061,-0.412
0.69,14.817061,-0.412
0.72,14.817061,-0.2221
0.75,14.817061,-0.412
0.7799999999999999,14.817061,-0.336
0.8099999999999999,14.817061,-0.6019
0.84,14.817061,-0.564
0.87,14.817061,-0.7539
0.9,14.817061,-0.7919
0.9299999999999999,14.817061,-0.45
0.96,14.817061,-0.1461
0.99,14.817061,-0.1841
1.02,14.817061,-0.2221
1.0499999999999998,14.817061,-0.336
1.08,14.817061,-0.2221
1.1099999999999999,14.817061,-0.2221
1.1400000000000001,14.817061,-0.1841
1.17,14.817061,-0.2221
1.2000000000000002,14.817061,0.0058
1.23,14.817061,0.0058
1.2599999999999998,14.817061,-0.412
1.29,14.817061,-0.526
0.12,14.817344,-1.1337
0.15,14.817344,-1.1717
0.18,14.817344,-1.0198
0.21,14.817344,-0.374
0.24,14.817344,-0.2981
0.27,14.817344,-0.0702
0.3,14.817344,-0.2981
0.32999999999999996,14.817344,-0.45
0.36,14.817344,-0.488
0.39,14.817344,-0.9058
0.42,14.817344,-0.8678
0.44999999999999996,14.817344,-0.412
0.48,14.817344,-0.0702
0.51,14.817344,0.0818
0.54,14.817344,0.0438
0.57,14.817344,0.1577
0.6,14.817344,-0.1081
0.63,14.817344,-0.0322
0.66,14.817344,-0.2981
0.69,14.817344,-0.336
0.72,14.817344,-0.2981
0.75,14.817344,-0.374
0.7799999999999999,14.817344,-0.488
0.8099999999999999,14.817344,-0.488
0.84,14.817344,-0.526
0.87,14.817344,-0.526
0.9,14.817344,-0.526
0.9299999999999999,14.817344,-0.45
0.96,14.817344,-0.2221
0.99,14.817344,-0.2601
1.02,14.817344,-0.412
1.0499999999999998,14.817344,-0.2601
1.08,14.817344,-0.45
1.1099999999999999,14.817344,-0.1841
1.1400000000000001,14.817344,-0.0702
1.17,14.817344,-0.2221
1.2000000000000002,14.817344,0.3856
1.23,14.817344,-0.488
1.2599999999999998,14.817344,-0.1841
1.29,14.817344,-0.45
0.12,14.817628,-0.8678
0.15,14.817628,-0.8298
0.18,14.817628,-0.8298
0.21,14.817628,-0.6779
0.24,14.817628,-0.2981
0.27,14.817628,0.0058
0.3,14.817628,-0.2601
0.32999999999999996,14.817628,-0.1081
0.36,14.817628,-0.412
0.39,14.817628,-0.7919
0.42,14.817628,-0.8298
0.44999999999999996,14.817628,-0.6019
0.48,14.817628,-0.2221
0.51,14.817628,0.0438
0.54,14.817628,-0.1461
0.57,14.817628,0.0058
0.6,14.817628,-0.0322
0.63,14.817628,-0.0702
0.66,14.817628,-0.1081
0.69,14.817628,-0.2601
0.72,14.817628,-0.1461
0.75,14.817628,-0.2981
0.7799999999999999,14.817628,-0.412
0.8099999999999999,14.817628,-0.488
0.84,14.817628,-0.488
0.87,14.817628,-0.6019
0.9,14.817628,-0.336
0.9299999999999999,14.817628,-0.45
0.96,14.817628,-0.0702
0.99,14.817628,-0.2221
1.02,14.817628,-0.374
1.0499999999999998,14.817628,-0.0702
1.08,14.817628,-0.2981
1.1099999999999999,14.817628,-0.1841
1.1400000000000001,14.817628,-0.374
1.17,14.817628,-0.412
1.2000000000000002,14.817628,-0.0702
1.23,14.817628,0.0438
1.2599999999999998,14.817628,-0.1841
1.29,14.817628,-0.45
0.12,14.817911,-1.0577
0.15,14.817911,-0.45
0.18,14.817911,-0.6399
0.21,14.817911,-0.7919
0.24,14.817911,-0.2221
0.27,14.817911,-0.0322
0.3,14.817911,-0.1081
0.32999999999999996,14.817911,0.1957
0.36,14.817911,-0.0702
0.39,14.817911,-0.7919
0.42,14.817911,-0.6779
0.44999999999999996,14.817911,-0.45
0.48,14.817911,-0.2221
0.51,14.817911,-0.1461
0.54,14.817911,-0.2221
0.57,14.817911,-0.374
0.6,14.817911,0.1957
0.63,14.817911,0.0438
0.66,14.817911,-0.1461
0.69,14.817911,-0.1461
